position,lap_time_ms,year,month,day,circuit_id,driver_number,driver_age,pit_next_lap,stint,race_progressed,nationality_id,compound_id,tyre_life,position_change,fast_stop
15,122304,2023,4,2,1,31,29,0,1,0.017241379,11,1,1,0,1
13,97948,2024,3,24,1,31,29,0,1,0.155172414,11,2,9,-5,1
16,110665,2024,3,24,1,31,29,0,2,0.275862069,11,3,7,-2,0
16,98198,2024,3,24,1,31,29,0,3,0.724137931,11,3,26,-2,1
15,169919,2025,3,16,1,31,29,1,1,0.034482759,11,,,0,1
15,165071,2025,3,16,1,31,29,1,2,0.051724138,11,,,0,1
15,162192,2025,3,16,1,31,29,0,3,0.068965517,11,,,0,1
15,124201,2025,3,16,1,31,29,0,4,0.672413793,11,4,35,-1,1
13,141745,2025,3,16,1,31,29,0,5,0.793103448,11,2,7,1,1
5,75394,2022,7,10,70,31,29,0,1,0.225352113,11,2,16,-2,1
5,74924,2022,7,10,70,31,29,0,2,0.61971831,11,3,28,0,1
12,119895,2023,7,2,70,31,29,0,1,0.028169014,11,2,2,1,1
12,82570,2023,7,2,70,31,29,0,2,0.197183099,11,2,14,0,1
11,75171,2023,7,2,70,31,29,0,3,0.563380282,11,3,26,0,0
9,76146,2024,6,30,70,31,29,0,1,0.267605634,11,2,19,-1,1
9,75176,2024,6,30,70,31,29,0,2,0.605633803,11,3,24,-1,1
8,75316,2025,6,29,70,31,29,0,1,0.267605634,11,2,19,1,1
7,74680,2025,6,29,70,31,29,0,2,0.704225352,11,3,31,-1,1
10,146494,2022,6,12,73,31,29,0,1,0.647058824,11,3,33,0,1
10,110932,2023,4,30,73,31,29,0,1,0.980392157,11,3,50,-1,1
17,115188,2024,9,15,73,31,29,0,1,0.960784314,11,3,52,0,1
18,152985,2025,9,21,73,31,29,1,1,0.019607843,11,3,1,0,1
19,166878,2025,9,21,73,31,29,0,2,0.039215686,11,,,-1,1
8,104080,2022,3,20,3,31,29,0,1,0.245614035,11,1,14,0,0
9,102618,2022,3,20,3,31,29,0,2,0.526315789,11,2,16,0,0
9,101631,2022,3,20,3,31,29,0,3,0.754385965,11,3,13,0,0
9,103787,2023,3,5,3,31,29,0,1,0.210526316,11,1,15,1,0
13,101863,2023,3,5,3,31,29,0,2,0.263157895,11,3,3,-1,0
18,104296,2023,3,5,3,31,29,0,3,0.561403509,11,3,20,-2,0
16,101642,2024,3,2,3,31,29,0,1,0.175438596,11,1,10,-1,0
14,101210,2024,3,2,3,31,29,0,2,0.526315789,11,3,20,0,0
13,102510,2025,4,13,3,31,29,0,1,0.140350877,11,1,8,-1,0
7,101961,2025,4,13,3,31,29,0,2,0.473684211,11,2,19,0,0
10,120431,2022,8,28,13,31,29,0,1,0.272727273,11,2,12,-1,0
7,118692,2022,8,28,13,31,29,0,2,0.727272727,11,3,20,0,1
15,120088,2023,7,30,13,31,29,0,1,0.136363636,11,1,6,-4,1
6,117520,2023,7,30,13,31,29,0,2,0.568181818,11,2,19,1,1
8,115525,2024,7,28,13,31,29,0,1,0.272727273,11,2,12,0,1
9,112671,2024,7,28,13,31,29,0,2,0.681818182,11,3,18,0,0
3,94430,2022,11,20,24,11,36,0,1,0.272727273,15,,,-1,1
3,92299,2022,11,20,24,11,36,0,2,0.6,15,,,-1,1
3,93256,2023,11,26,24,11,36,0,1,0.309090909,15,2,17,1,1
2,90958,2023,11,26,24,11,36,0,2,0.763636364,15,3,25,0,1
6,99099,2022,4,10,1,11,36,0,1,0.344827586,15,2,20,-4,1
18,132096,2023,4,2,1,11,36,1,1,0.017241379,15,3,1,0,1
18,131789,2023,4,2,1,11,36,0,2,0.034482759,15,2,1,0,1
6,98693,2024,3,24,1,11,36,0,1,0.24137931,15,2,14,-3,1
7,99440,2024,3,24,1,11,36,0,2,0.603448276,15,3,21,-2,1
20,113302,2022,7,10,70,11,36,0,1,0.014084507,15,2,1,0,0
13,119546,2023,7,2,70,11,36,0,1,0.028169014,15,2,2,1,1
6,74401,2023,7,2,70,11,36,0,2,0.352112676,15,2,25,-2,1
2,73267,2023,7,2,70,11,36,0,3,0.704225352,15,2,25,0,1
7,76283,2024,6,30,70,11,36,0,1,0.295774648,15,2,21,0,1
7,76263,2024,6,30,70,11,36,0,2,0.718309859,15,3,30,0,0
2,114994,2022,6,12,73,11,36,0,1,0.31372549,15,2,16,0,1
2,125661,2022,6,12,73,11,36,0,2,0.647058824,15,3,17,0,1
1,142994,2023,4,30,73,11,36,0,1,0.215686275,15,2,11,0,1
4,113398,2024,9,15,73,11,36,0,1,0.254901961,15,2,13,-1,1
2,102445,2022,3,20,3,11,36,0,1,0.263157895,15,1,18,1,0
2,101868,2022,3,20,3,11,36,0,2,0.578947368,15,2,18,0,0
4,100228,2022,3,20,3,11,36,0,3,0.754385965,15,1,13,0,0
1,101360,2023,3,5,3,11,36,0,1,0.298245614,15,1,20,0,0
2,100686,2023,3,5,3,11,36,0,2,0.596491228,15,1,19,0,0
3,100277,2024,3,2,3,11,36,0,1,0.210526316,15,1,15,-1,0
2,99365,2024,3,2,3,11,36,0,2,0.631578947,15,3,24,0,0
2,119070,2022,8,28,13,11,36,0,1,0.318181818,15,2,14,0,1
2,118272,2022,8,28,13,11,36,0,2,0.613636364,15,2,13,0,1
2,117632,2023,7,30,13,11,36,0,1,0.295454545,15,1,13,-1,0
2,116724,2023,7,30,13,11,36,0,2,0.659090909,15,2,16,0,1
5,114844,2024,7,28,13,11,36,0,1,0.25,15,2,11,-2,1
7,114682,2024,7,28,13,11,36,0,2,0.477272727,15,2,10,-2,1
8,112866,2024,7,28,13,11,36,0,3,0.954545455,15,3,21,0,1
8,95233,2022,11,20,24,3,37,0,1,0.345454545,3,,,1,1
17,93072,2023,11,26,24,3,37,0,1,0.127272727,3,2,7,-2,1
12,92484,2023,11,26,24,3,37,0,2,0.563636364,3,3,24,-1,1
9,99940,2022,4,10,1,3,37,0,1,0.362068966,3,2,21,-5,1
18,98806,2024,3,24,1,3,37,0,1,0.086206897,3,1,5,-1,1
15,97341,2024,3,24,1,3,37,0,2,0.5,3,3,24,-3,1
10,75868,2022,7,10,70,3,37,0,1,0.169014085,3,2,12,0,1
6,74955,2022,7,10,70,3,37,0,2,0.61971831,3,3,32,2,1
14,74904,2024,6,30,70,3,37,0,1,0.14084507,3,2,10,-2,1
12,75305,2024,6,30,70,3,37,0,2,0.521126761,3,3,27,-2,1
7,141174,2022,6,12,73,3,37,0,1,0.647058824,3,3,33,-1,1
15,113511,2024,9,15,73,3,37,0,1,0.960784314,3,3,50,0,1
18,106215,2022,3,20,3,3,37,0,1,0.298245614,3,2,17,-3,0
17,103359,2022,3,20,3,3,37,0,2,0.578947368,3,1,16,0,0
17,109227,2022,3,20,3,3,37,0,3,0.771929825,3,3,11,0,0
10,102173,2024,3,2,3,3,37,0,1,0.228070175,3,1,16,0,0
11,100595,2024,3,2,3,3,37,0,2,0.614035088,3,3,22,1,0
8,120518,2022,8,28,13,3,37,0,1,0.272727273,3,2,12,-1,1
10,119059,2022,8,28,13,3,37,0,2,0.727272727,3,3,20,-1,1
19,119336,2023,7,30,13,3,37,0,1,0.113636364,3,1,5,0,1
17,125575,2023,7,30,13,3,37,0,2,0.5,3,2,17,-5,1
17,115595,2024,7,28,13,3,37,0,1,0.181818182,3,1,8,-3,1
13,114387,2024,7,28,13,3,37,0,2,0.477272727,3,2,13,-3,1
5,93785,2022,11,20,24,63,28,0,1,0.272727273,5,,,0,0
5,92517,2022,11,20,24,63,28,0,2,0.709090909,5,,,-1,0
4,92471,2023,11,26,24,63,28,0,1,0.254545455,5,2,14,0,1
3,90962,2023,11,26,24,63,28,0,2,0.618181818,5,3,20,0,1
3,92057,2024,12,8,24,63,28,0,1,0.472727273,5,2,27,0,1
6,92081,2025,12,7,24,63,28,0,1,0.254545455,5,2,14,-1,1
3,101064,2022,4,10,1,63,28,0,1,0.396551724,5,2,23,-1,1
7,107537,2023,4,2,1,63,28,0,1,0.120689655,5,2,7,-6,1
11,96920,2024,3,24,1,63,28,0,1,0.137931034,5,2,8,-6,1
6,96343,2024,3,24,1,63,28,0,2,0.775862069,5,3,37,-1,1
4,168126,2025,3,16,1,63,28,1,1,0.034482759,5,,,0,1
4,162437,2025,3,16,1,63,28,1,2,0.051724138,5,,,0,1
4,156507,2025,3,16,1,63,28,0,3,0.068965517,5,,,0,1
4,135518,2025,3,16,1,63,28,0,4,0.586206897,5,4,34,0,1
8,106238,2025,3,16,1,63,28,0,5,0.75862069,5,3,10,-4,1
8,74853,2022,7,10,70,63,28,0,1,0.154929577,5,2,11,-4,0
9,75138,2022,7,10,70,63,28,0,2,0.563380282,5,3,29,0,1
11,119477,2023,7,2,70,63,28,0,1,0.028169014,5,2,2,1,1
11,80622,2023,7,2,70,63,28,0,2,0.197183099,5,2,14,0,1
9,74567,2023,7,2,70,63,28,0,3,0.577464789,5,3,27,0,1
3,75077,2024,6,30,70,63,28,0,1,0.309859155,5,2,22,0,1
4,75687,2024,6,30,70,63,28,0,2,0.647887324,5,2,24,-1,1
6,75249,2025,6,29,70,63,28,0,1,0.253521127,5,2,18,-1,1
5,74223,2025,6,29,70,63,28,0,2,0.633802817,5,2,27,0,1
4,124780,2022,6,12,73,63,28,0,1,0.176470588,5,2,9,1,1
3,129936,2022,6,12,73,63,28,0,2,0.647058824,5,3,24,0,1
5,150620,2023,4,30,73,63,28,0,1,0.215686275,5,,,2,1
8,112152,2023,4,30,73,63,28,0,2,0.960784314,5,3,38,0,1
6,114565,2024,9,15,73,63,28,0,1,0.235294118,5,2,12,0,1
2,108001,2025,9,21,73,63,28,0,1,0.764705882,5,3,39,0,1
3,103097,2022,3,20,3,63,28,0,1,0.263157895,5,1,18,2,0
5,101830,2022,3,20,3,63,28,0,2,0.578947368,5,3,19,0,0
5,108988,2022,3,20,3,63,28,0,3,0.789473684,5,2,12,1,0
7,104691,2023,3,5,3,63,28,0,1,0.228070175,5,1,16,-2,0
6,101035,2023,3,5,3,63,28,0,2,0.543859649,5,3,18,1,0
4,100515,2024,3,2,3,63,28,0,1,0.192982456,5,1,14,-2,0
5,99405,2024,3,2,3,63,28,0,2,0.543859649,5,3,20,-1,0
3,101867,2025,4,13,3,63,28,0,1,0.228070175,5,1,16,-1,0
2,111016,2025,4,13,3,63,28,0,2,0.561403509,5,2,19,0,0
3,119064,2022,8,28,13,63,28,0,1,0.295454545,5,2,13,0,1
3,117799,2022,8,28,13,63,28,0,2,0.659090909,5,2,16,-1,1
8,122178,2023,7,30,13,63,28,0,1,0.5,5,2,22,-2,0
7,114652,2024,7,28,13,63,28,0,1,0.227272727,5,2,10,-2,1
9,95416,2022,11,20,24,5,39,0,1,0.454545455,12,,,-1,1
13,75997,2022,7,10,70,5,39,0,1,0.281690141,12,3,21,-4,1
17,75580,2022,7,10,70,5,39,0,2,0.61971831,12,2,26,-2,1
7,129423,2022,6,12,73,5,39,0,1,0.176470588,12,2,10,1,1
4,119972,2022,8,28,13,5,39,0,1,0.318181818,12,2,15,1,1
6,119088,2022,8,28,13,5,39,0,2,0.75,12,3,19,0,1
3,94037,2022,11,20,24,55,31,0,1,0.309090909,18,,,0,1
3,92309,2022,11,20,24,55,31,0,2,0.709090909,18,,,0,1
6,93587,2023,11,26,24,55,31,0,1,0.418181818,18,3,23,0,1
11,91454,2023,11,26,24,55,31,0,2,1.018181818,18,3,33,-1,1
2,90842,2024,12,8,24,55,31,0,1,0.454545455,18,2,25,0,1
10,93531,2025,12,7,24,55,31,0,1,0.327272727,18,2,18,-3,1
8,108202,2023,4,2,1,55,31,0,1,0.120689655,18,2,7,-4,1
1,96310,2024,3,24,1,55,31,0,1,0.275862069,18,2,16,0,1
1,95510,2024,3,24,1,55,31,0,2,0.706896552,18,3,25,0,1
1,74792,2022,7,10,70,55,31,0,1,0.38028169,18,2,27,1,1
1,73683,2022,7,10,70,55,31,0,2,0.704225352,18,3,23,1,1
3,114713,2023,7,2,70,55,31,0,1,0.028169014,18,2,2,0,1
3,96838,2023,7,2,70,55,31,0,2,0.211267606,18,2,15,0,0
3,74510,2023,7,2,70,55,31,0,3,0.633802817,18,2,30,0,0
4,74879,2024,6,30,70,55,31,0,1,0.309859155,18,2,22,0,1
5,74811,2024,6,30,70,55,31,0,2,0.661971831,18,3,25,-2,1
3,150049,2023,4,30,73,55,31,0,1,0.215686275,18,,,1,1
1,113944,2024,9,15,73,55,31,0,1,0.333333333,18,2,17,1,1
3,109291,2025,9,21,73,55,31,0,1,0.529411765,18,2,32,-1,1
4,103029,2022,3,20,3,55,31,0,1,0.245614035,18,1,17,-1,0
1,101915,2022,3,20,3,55,31,0,2,0.578947368,18,1,19,0,0
2,99699,2022,3,20,3,55,31,0,3,0.771929825,18,2,11,1,0
4,103310,2023,3,5,3,55,31,0,1,0.228070175,18,1,16,0,0
4,101274,2023,3,5,3,55,31,0,2,0.543859649,18,3,18,0,0
2,99753,2024,3,2,3,55,31,0,1,0.245614035,18,1,17,0,0
3,99274,2024,3,2,3,55,31,0,2,0.614035088,18,3,21,0,0
5,102908,2025,4,13,3,55,31,0,1,0.245614035,18,1,17,0,0
6,123071,2025,4,13,3,55,31,0,2,0.561403509,18,2,18,0,0
20,103871,2025,4,13,3,55,31,0,3,0.771929825,18,3,12,-4,0
3,119054,2022,8,28,13,55,31,0,1,0.25,18,1,13,-2,1
4,118369,2022,8,28,13,55,31,0,2,0.568181818,18,2,14,-1,1
13,121147,2023,7,30,13,55,31,0,1,0.159090909,18,1,7,-3,1
3,113718,2024,7,28,13,55,31,0,1,0.454545455,18,3,20,-2,1
7,112560,2024,7,28,13,55,31,0,2,0.636363636,18,2,8,-2,1
13,95452,2022,11,20,24,18,27,0,1,0.236363636,6,,,-1,1
9,93566,2022,11,20,24,18,27,0,2,0.727272727,6,,,0,1
4,92915,2023,11,26,24,18,27,0,1,0.4,6,3,23,-1,1
8,91640,2023,11,26,24,18,27,0,2,0.763636364,6,3,21,-1,1
11,92854,2024,12,8,24,18,27,0,1,0.2,6,2,12,-1,1
12,92228,2024,12,8,24,18,27,0,2,0.581818182,6,3,22,-1,1
6,92323,2025,12,7,24,18,27,0,1,0.763636364,6,3,43,0,1
19,128743,2022,4,10,1,18,27,1,1,0.051724138,6,3,4,-1,1
19,133522,2022,4,10,1,18,27,0,2,0.068965517,6,2,3,0,1
12,113020,2022,4,10,1,18,27,0,3,0.396551724,6,3,19,-2,1
12,97362,2024,3,24,1,18,27,0,1,0.137931034,6,2,9,-5,1
8,97526,2024,3,24,1,18,27,0,2,0.637931034,6,3,30,-1,1
11,169481,2025,3,16,1,18,27,1,1,0.034482759,6,,,0,1
11,163938,2025,3,16,1,18,27,1,2,0.051724138,6,,,0,1
11,154871,2025,3,16,1,18,27,0,3,0.068965517,6,,,0,1
11,122766,2025,3,16,1,18,27,0,4,0.568965517,6,4,29,1,1
10,104738,2025,3,16,1,18,27,0,5,0.75862069,6,3,12,1,1
7,76375,2022,7,10,70,18,27,0,1,0.408450704,6,2,31,-2,1
12,75146,2022,7,10,70,18,27,0,2,0.676056338,6,3,20,-2,1
8,115392,2023,7,2,70,18,27,0,1,0.028169014,6,2,2,1,1
6,97489,2023,7,2,70,18,27,0,2,0.211267606,6,2,15,1,0
12,74734,2023,7,2,70,18,27,0,3,0.507042254,6,3,21,0,1
10,73830,2023,7,2,70,18,27,0,4,0.76056338,6,3,18,-1,1
11,76301,2024,6,30,70,18,27,0,1,0.281690141,6,2,21,0,1
11,74734,2024,6,30,70,18,27,0,2,0.605633803,6,2,23,0,1
15,78405,2025,6,29,70,18,27,0,1,0.366197183,6,2,27,-6,1
14,75636,2025,6,29,70,18,27,0,2,0.746478873,6,3,28,-1,1
14,115740,2022,6,12,73,18,27,0,1,0.588235294,6,3,31,0,1
6,153847,2023,4,30,73,18,27,0,1,0.215686275,6,,,0,1
20,131014,2024,9,15,73,18,27,0,1,0.019607843,6,2,2,0,1
18,115365,2024,9,15,73,18,27,0,2,0.431372549,6,3,22,0,1
14,110968,2025,9,21,73,18,27,0,1,0.725490196,6,2,40,-3,1
12,104384,2022,3,20,3,18,27,0,1,0.315789474,6,1,18,-2,0
14,103895,2022,3,20,3,18,27,0,2,0.666666667,6,1,20,0,0
14,133896,2022,3,20,3,18,27,0,3,0.789473684,6,2,7,1,0
4,102841,2023,3,5,3,18,27,0,1,0.263157895,6,1,18,-1,0
8,101467,2023,3,5,3,18,27,0,2,0.526315789,6,3,15,0,0
19,102112,2024,3,2,3,18,27,0,1,0.157894737,6,1,9,-1,0
13,100710,2024,3,2,3,18,27,0,2,0.473684211,6,3,18,-1,0
14,102834,2025,4,13,3,18,27,0,1,0.210526316,6,1,12,-2,0
17,130743,2025,4,13,3,18,27,0,2,0.561403509,6,2,20,-1,0
6,120620,2022,8,28,13,18,27,0,1,0.340909091,6,2,16,1,0
13,120327,2022,8,28,13,18,27,0,2,0.590909091,6,2,12,-2,1
11,123672,2023,7,30,13,18,27,0,1,0.454545455,6,2,20,-3,0
11,115246,2024,7,28,13,18,27,0,1,0.272727273,6,2,12,-2,1
11,94716,2022,11,20,24,22,26,0,1,0.254545455,14,,,0,1
10,93259,2022,11,20,24,22,26,0,2,0.690909091,14,,,0,1
1,92567,2023,11,26,24,22,26,0,1,0.4,14,2,22,0,1
10,92597,2024,12,8,24,22,26,0,1,0.4,14,2,22,0,1
6,91781,2025,12,7,24,22,26,0,1,0.581818182,14,3,32,0,0
17,100786,2022,4,10,1,22,26,0,1,0.310344828,14,2,18,-6,1
13,123458,2023,4,2,1,22,26,0,2,0.931034483,14,3,46,0,1
9,98210,2024,3,24,1,22,26,0,1,0.155172414,14,2,9,-3,1
9,97156,2024,3,24,1,22,26,0,2,0.620689655,14,3,27,0,1
6,168219,2025,3,16,1,22,26,1,1,0.034482759,14,,,0,1
6,162920,2025,3,16,1,22,26,1,2,0.051724138,14,,,0,1
6,155195,2025,3,16,1,22,26,0,3,0.068965517,14,,,0,1
6,110651,2025,3,16,1,22,26,0,4,0.568965517,14,4,33,0,1
11,153312,2025,3,16,1,22,26,0,5,0.810344828,14,,,-7,1
13,76360,2022,7,10,70,22,26,0,1,0.366197183,14,3,26,-6,1
15,75742,2022,7,10,70,22,26,0,2,0.647887324,14,2,20,-3,1
20,106390,2023,7,2,70,22,26,1,1,0.014084507,14,2,1,0,0
20,122360,2023,7,2,70,22,26,0,2,0.028169014,14,3,1,0,1
15,75745,2023,7,2,70,22,26,0,3,0.323943662,14,3,22,-2,0
14,76722,2023,7,2,70,22,26,0,4,0.605633803,14,3,20,-1,1
8,76247,2024,6,30,70,22,26,0,1,0.295774648,14,2,21,1,1
8,75062,2024,6,30,70,22,26,0,2,0.61971831,14,3,23,0,1
12,75031,2025,6,29,70,22,26,0,1,0.253521127,14,2,18,-2,1
14,79039,2025,6,29,70,22,26,0,2,0.422535211,14,3,12,0,0
15,74033,2025,6,29,70,22,26,0,3,0.845070423,14,2,30,0,0
8,129852,2022,6,12,73,22,26,0,1,0.176470588,14,2,9,1,1
7,113098,2022,6,12,73,22,26,0,2,0.745098039,14,3,29,-1,0
10,112849,2023,4,30,73,22,26,0,1,0.156862745,14,2,8,0,1
19,121304,2024,9,15,73,22,26,0,1,0.235294118,14,2,13,-2,1
3,108763,2025,9,21,73,22,26,0,1,0.745098039,14,3,38,0,1
7,103687,2022,3,20,3,22,26,0,1,0.263157895,14,1,15,2,0
11,102805,2022,3,20,3,22,26,0,2,0.50877193,14,2,14,-1,0
10,101039,2022,3,20,3,22,26,0,3,0.771929825,14,1,15,0,0
14,103749,2023,3,5,3,22,26,0,1,0.175438596,14,1,10,0,0
11,102227,2023,3,5,3,22,26,0,2,0.456140351,14,3,16,0,0
11,110350,2023,3,5,3,22,26,0,3,0.701754386,14,3,14,1,0
4,101138,2024,3,2,3,22,26,0,1,0.245614035,14,1,14,1,0
10,100835,2024,3,2,3,22,26,0,2,0.596491228,14,3,20,0,0
7,102023,2025,4,13,3,22,26,0,1,0.192982456,14,1,14,2,0
7,123721,2025,4,13,3,22,26,0,2,0.561403509,14,2,21,0,0
10,119545,2022,8,28,13,22,26,0,1,0.409090909,14,3,18,-3,0
11,117806,2022,8,28,13,22,26,0,2,0.681818182,14,2,12,-1,0
6,118292,2023,7,30,13,22,26,0,1,0.204545455,14,2,9,0,1
6,117947,2023,7,30,13,22,26,0,2,0.545454545,14,2,15,0,1
16,116408,2024,7,28,13,22,26,0,1,0.340909091,14,2,15,-6,1
1,94033,2022,11,20,24,33,28,0,1,0.363636364,9,,,0,1
1,92558,2023,11,26,24,33,28,0,1,0.290909091,9,2,16,0,1
1,91391,2023,11,26,24,33,28,0,2,0.781818182,9,3,27,0,1
3,91857,2024,12,8,24,33,28,0,1,0.527272727,9,2,29,0,0
1,91365,2025,12,7,24,33,28,0,1,0.418181818,9,2,23,0,1
7,99466,2022,4,10,1,33,28,0,1,0.310344828,9,2,18,-5,1
2,169322,2025,3,16,1,33,28,1,1,0.034482759,9,,,0,1
2,162145,2025,3,16,1,33,28,1,2,0.051724138,9,,,0,1
2,155775,2025,3,16,1,33,28,0,3,0.068965517,9,,,0,1
3,128598,2025,3,16,1,33,28,0,4,0.586206897,9,4,34,0,1
5,112606,2025,3,16,1,33,28,0,5,0.793103448,9,2,12,-4,1
3,74194,2022,7,10,70,33,28,0,1,0.183098592,9,2,13,-1,1
3,74594,2022,7,10,70,33,28,0,2,0.507042254,9,3,23,-1,1
2,84577,2022,7,10,70,33,28,0,3,0.816901408,9,3,22,0,1
1,115479,2023,7,2,70,33,28,0,1,0.028169014,9,2,2,0,1
1,73519,2023,7,2,70,33,28,0,2,0.338028169,9,2,24,0,1
1,73176,2023,7,2,70,33,28,0,3,0.690140845,9,3,25,0,1
1,72228,2023,7,2,70,33,28,0,4,0.971830986,9,2,20,0,1
1,74679,2024,6,30,70,33,28,0,1,0.323943662,9,2,23,0,1
1,73860,2024,6,30,70,33,28,0,2,0.718309859,9,3,28,0,0
4,98003,2024,6,30,70,33,28,0,3,0.901408451,9,2,16,-3,1
1,113486,2022,6,12,73,33,28,0,1,0.352941176,9,2,18,0,1
1,119285,2022,6,12,73,33,28,0,2,0.647058824,9,3,15,0,1
3,110778,2023,4,30,73,33,28,0,1,0.196078431,9,2,10,-2,1
5,114511,2024,9,15,73,33,28,0,1,0.235294118,9,2,12,0,1
7,112022,2024,9,15,73,33,28,0,2,0.960784314,9,3,37,-1,1
1,108754,2025,9,21,73,33,28,0,1,0.784313725,9,3,40,0,1
2,102050,2022,3,20,3,33,28,0,1,0.245614035,9,1,17,0,0
2,101537,2022,3,20,3,33,28,0,2,0.526315789,9,1,16,0,0
2,99787,2022,3,20,3,33,28,0,3,0.754385965,9,2,13,0,0
1,101295,2023,3,5,3,33,28,0,1,0.245614035,9,1,17,0,0
1,100964,2023,3,5,3,33,28,0,2,0.631578947,9,1,22,0,0
1,99896,2024,3,2,3,33,28,0,1,0.298245614,9,1,20,0,0
1,99234,2024,3,2,3,33,28,0,2,0.649122807,9,3,20,0,0
7,103293,2025,4,13,3,33,28,0,1,0.175438596,9,1,13,0,0
11,102488,2025,4,13,3,33,28,0,2,0.456140351,9,3,16,-2,0
1,117820,2022,8,28,13,33,28,0,1,0.340909091,9,1,15,0,1
1,117131,2022,8,28,13,33,28,0,2,0.681818182,9,2,15,0,1
1,117166,2023,7,30,13,33,28,0,1,0.318181818,9,1,14,0,1
1,115882,2023,7,30,13,33,28,0,2,0.681818182,9,2,16,0,1
8,114655,2024,7,28,13,33,28,0,1,0.227272727,9,2,10,0,1
4,112026,2024,7,28,13,33,28,0,2,0.636363636,9,3,18,-1,1
11,94884,2022,11,20,24,24,27,0,1,0.272727273,7,,,2,1
13,94872,2022,11,20,24,24,27,0,2,0.8,7,,,-2,1
16,93899,2023,11,26,24,24,27,0,1,0.236363636,7,2,13,0,1
15,92936,2023,11,26,24,24,27,0,2,0.672727273,7,3,24,-1,1
12,92863,2024,12,8,24,24,27,0,1,0.218181818,7,2,12,1,1
10,91750,2024,12,8,24,24,27,0,2,0.709090909,7,3,27,0,0
16,100432,2022,4,10,1,24,27,0,1,0.362068966,7,2,21,-4,1
16,129967,2023,4,2,1,24,27,0,1,0.017241379,7,1,1,0,1
12,130457,2023,4,2,1,24,27,0,3,0.931034483,7,3,53,0,1
17,98941,2024,3,24,1,24,27,0,1,0.103448276,7,1,6,0,1
17,116595,2024,3,24,1,24,27,0,2,0.603448276,7,3,30,-6,0
15,78502,2022,7,10,70,24,27,0,1,0.338028169,7,3,24,-7,1
12,75507,2022,7,10,70,24,27,0,2,0.647887324,7,3,22,-1,0
14,119743,2023,7,2,70,24,27,0,1,0.028169014,7,2,2,1,1
17,74846,2023,7,2,70,24,27,0,2,0.112676056,7,2,8,-3,0
14,75378,2023,7,2,70,24,27,0,3,0.535211268,7,3,30,-1,1
19,76494,2024,6,30,70,24,27,0,1,0.394366197,7,3,28,-1,1
19,75549,2024,6,30,70,24,27,0,2,0.718309859,7,2,23,0,1
13,132706,2022,6,12,73,24,27,0,1,0.176470588,7,2,9,1,1
8,155375,2023,4,30,73,24,27,0,1,0.215686275,7,,,0,1
17,113797,2024,9,15,73,24,27,0,1,0.666666667,7,3,35,-1,1
8,103106,2022,3,20,3,24,27,0,1,0.263157895,7,1,15,4,0
9,102700,2022,3,20,3,24,27,0,2,0.649122807,7,2,22,-1,0
9,121756,2022,3,20,3,24,27,0,3,0.789473684,7,2,8,2,0
12,103870,2023,3,5,3,24,27,0,1,0.210526316,7,1,12,2,0
10,102096,2023,3,5,3,24,27,0,2,0.561403509,7,3,20,-1,0
13,101967,2023,3,5,3,24,27,0,3,0.947368421,7,1,25,0,0
16,101849,2024,3,2,3,24,27,0,1,0.157894737,7,1,9,-3,0
11,100675,2024,3,2,3,24,27,0,2,0.49122807,7,3,19,-1,0
10,119834,2022,8,28,13,24,27,0,1,0.318181818,7,2,14,-2,0
13,119296,2022,8,28,13,24,27,0,2,0.636363636,7,2,14,-2,1
14,119727,2023,7,30,13,24,27,0,1,0.159090909,7,1,7,-1,0
14,117989,2023,7,30,13,24,27,0,2,0.568181818,7,2,18,-2,0
14,93719,2023,11,26,24,27,39,0,1,0.236363636,12,2,13,0,1
14,92455,2023,11,26,24,27,39,0,2,0.6,12,3,20,0,1
7,92490,2024,12,8,24,27,39,0,1,0.236363636,12,2,13,-1,1
18,91972,2025,12,7,24,27,39,0,1,0.127272727,12,1,7,0,1
13,92159,2025,12,7,24,27,39,0,2,0.763636364,12,3,35,-2,1
11,114498,2024,3,24,1,27,39,0,1,0.293103448,12,3,17,-5,1
11,97314,2024,3,24,1,27,39,0,2,0.603448276,12,2,18,-1,1
12,169398,2025,3,16,1,27,39,1,1,0.034482759,12,,,0,1
12,164223,2025,3,16,1,27,39,1,2,0.051724138,12,,,0,1
12,155137,2025,3,16,1,27,39,0,3,0.068965517,12,,,0,1
12,125643,2025,3,16,1,27,39,0,4,0.568965517,12,4,33,1,1
12,106696,2025,3,16,1,27,39,0,5,0.75862069,12,2,11,0,1
7,115606,2023,7,2,70,27,39,0,1,0.028169014,12,2,5,0,1
13,75584,2023,7,2,70,27,39,0,2,0.154929577,12,2,14,-5,1
10,75111,2024,6,30,70,27,39,0,1,0.154929577,12,2,11,-2,1
8,74884,2024,6,30,70,27,39,0,2,0.549295775,12,3,28,0,1
16,75086,2025,6,29,70,27,39,0,1,0.169014085,12,1,12,0,1
8,74479,2025,6,29,70,27,39,0,2,0.591549296,12,2,30,-1,1
16,113182,2023,4,30,73,27,39,0,1,0.960784314,12,3,49,-2,0
8,114956,2024,9,15,73,27,39,0,1,0.294117647,12,2,15,-1,1
15,111613,2025,9,21,73,27,39,0,1,0.705882353,12,3,36,-2,1
17,105242,2022,3,20,3,27,39,0,1,0.333333333,12,1,19,0,0
